data,category
"Operational Risk Permanent Control (till December 2012):
Reporting into Head of Oversight of Operational Risk Permanent Control – Paris (Functional), responsible to
provide leadership for development and delivery of Operational Risk Management framework, including Fraud
Risk
Provide effective oversight over execution of Operational Risk Management framework for all the business
lines viz., Custody, Clearing, Settlement, Fund Services, Fund Accounting, Middle office, Data
Administration, Finance, Legal, Human Resources, Compliance functions (as a second level defence).
To monitor and report material non-compliances against Operational Risk Policy Standards impacting the risk
strategy.
Promote a strong risk culture by providing specialist advice and guidance on operational risk tools and
programs.
Act as relationship manager with business to understand their processes and support implementation of risk
framework and maintain close relationship with global functional risk heads.
To build and lead a team of risk management specialists who provide high level advisory support to the
businesses and functions.
Work with teams to document client incidents (e.g., control failures) and to identify root cause, short- and
long-term resolution.
Oversee process and control input to service offering development efforts, working closely with management,
operations and mitigate risks.
Perform operational control reviews on key areas. Interview process owners to gain an understanding of their
processes, develop walkthrough narratives, perform testing, and prepare memos summarizing findings. Work
closely with teams to help remediate issues identified.
Create and monitor appropriate Key Risk Indicators to proactively identify exposures or control weaknesses.
Support the effectiveness of business area risk management programs by ensuring the quality of data and
effectively integrate the different data captured by operational risk teams worldwide.
Facilitating and reviewing control Risk assessments (second level defence challenging the Operations)
Assessing business and operational processes and other related risk issues, during migration and change
management
Coordinating with global team on implementing control standards and other operational risk initiatives
Developing and implementing the overall control environment to manage operational losses and compliance to
regulations.
Ensuring that the team meets its obligations in managing the framework aligned to all 3 lines of defence.
Res to coordinate on ISAE 3402 Audits for various processes (Type I and Type II audit reports),
includes Audit from Clients and other parties involved.
",Work_Experience
"August 2008 – August 2010
",Work_Experience
"Manager Compliance and Audit Monitoring and Company Secretary
",Work_Experience
"ANZ Operations and Technology Private Limited, Bangalore
",Work_Experience
"Key Deliverables:
To implement, improve and support the compliance culture in the following areas of ANZ India Plan and roll
out Compliance Framework.
Custodian of Compliance framework, monitoring the obligations register and liaising with group compliance.
Ensuring that Company (STPI and SEZ companies) are in compliance with regulations prescribed under
Income Tax Act, Workplace related Acts, Companies Act, SEZ Act, STPI Act, Service Tax, Environmental
Legislations etc.,
Working with Business Unit Risk & Compliance Managers, driving the Forward Agenda and the Compliance
Representative Forum for ANZ India
Co-ordination and testing as per the framework and Constant engagement with relevant stakeholders
Key reviewer for RAF foundation modules, communication and awareness on compliance and working on
compliance related communication initiatives
Constant engagement with relevant stakeholders, conducting risk and compliance induction sessions for new
joiner's Advisory role and compliance related advise to all areas of business (this include compliance advise to
businesses as well as to any projects on a case by case basis)
Compliance Subject Matter Experts for ANZ India and ensure queries are referred to appropriate legal
advisors, all requests for advice are scoped and a timely response is provided to the designated ANZ India,
Business Units.
Managing compliance reporting on policies for ANZ India
Managing compliance reports for trainings such Risk Accreditation Training
",No_Label
"Support Group Compliance with respect to Suspicious Transaction Reporting, under Anti Money Laundering
Policy, to the extent applicable to ANZ India
Interacting with business to handle Regulatory authority inspections/show cause notices etc.,
Implementation of Group Wide Compliance Policies in ANZ, India (Code of Conduct, Equal Employment,
Securities Trading, Privacy etc.,)
Customisation of Group policies/procedures for ANZ India
Ownership for implementation of various requirements under Anti Money Laundering Policy, to the extent
applicable in India
Designated as “Whistle-blower Protection Champion” to implement the Global Whistle-blower Protection
Policy in India
Rollout of various other policies in consultation with Group
Conducting Compliance Training
Entrusted to co-ordinate with various business units falling to Central Functions to report, update and close
various audit issue reports at regular intervals
",No_Label
"Major Attainments:
Successful Internal Audit of Compliance Framework with Zero Major Audit Findings
",No_Label
"Short Description of Profiles held from 1999 to 2008
",No_Label
"Exposure and in-depth understanding of var Secretarial, Board, Shareholders, ock Exchange, Registrar
Companies and SEBI matters throughout my career span of 8 years as Company Secretary/Deputy Company
Secretary/Assistant Manager in various Companies, including listed entities.
",No_Label
"Synopsis of profiles held:
AIG Home Finance India Limited (Company Secretary, August 2007 till August 2008)
United Spirits Limited – UB Group (Manager Investor Relations and Assistant Company Secretary,
September 2006 –till August 2007)
MsourcE India Private Limited – Group Company of Mphasis BFL Limited (Company Secretary,
September 2005 September 2006)
ING Vysya Bank Limited (Assistant Manager- Secretarial, March 2005 to August 2005)
Allergan India Private Limited (Company Secretary, March 2004 to March 2005)
GNB Technologies (I) Private Limited (Company Secretary, December 2001 to February 2004)
Alpha Systems Private Limited (Management Trainee, September 1999- December 2000)
",No_Label
"Key Deliverables:
Entrusted with Secretarial department functions viz., assisting in preparation of Board Agenda, Meetings,
Annual General Meeting, handling of Investor Grievances, Compliances with listing agreement, SEBI,
ROC etc. Closely associated with group company's secretarial activities
Handling resources of the Company with reference to Term Loans
Responsible for handling of Foreign Currency Convertible Bonds Conversions, interacting with agents,
bond holders, allotment on conversion, preparation of listing applications and co-ordination with
authorities for getting the shares listed and traded. Handling of Post conversion statutory compliances,
viz., filing of Return of Allotment, filing of RBI returns etc.,
Part of the team for successful completion of Composite Scheme of Arrangement involving mergers and
demergers of spirits companies.
Preparation and submission of various documents including Listing and trading applications to various
Stock Exchanges.
Responsible for furnishing of various disclosures to the group companies under prescribed regulations.
Entrusted with handling of Investor Grievances and interacting with Registrars and Share Transfer Agents
and statutory authorities.
Active role in ensuring that Group has adequate Insurance coverage with respect to Crime, Professional
Liability, Commercial General Liability etc.,
Maintenance of documents under various legislation (both labour and Secretarial) for the Group
Companies
Coordination with Consultants for procuring Licenses abroad
Part of the team for handling queries of Statutory Audit/Internal audit/Risk Audits pertaining to Secretarial
Functions
",No_Label
